timestamp,product,price,target
2026-08-27T08:00:00,Dyson V11 vacuum,587.93,499
2026-08-27T20:00:00,Dyson V11 vacuum,588.29,499
2026-08-28T08:00:00,Dyson V11 vacuum,481.92,499
2026-08-28T20:00:00,Dyson V11 vacuum,484.2,499
2026-08-29T08:00:00,Dyson V11 vacuum,480.61,499
2026-08-29T20:00:00,Dyson V11 vacuum,480.83,499
2026-08-30T08:00:00,Dyson V11 vacuum,482.56,499
2026-08-30T20:00:00,Dyson V11 vacuum,511.24,499
2026-08-31T08:00:00,Dyson V11 vacuum,534.72,499
2026-08-31T20:00:00,Dyson V11 vacuum,550.64,499
2026-09-01T08:00:00,Dyson V11 vacuum,564.23,499
2026-09-01T20:00:00,Dyson V11 vacuum,576.16,499
2026-08-19T08:00:00,KitchenAid stand mixer,449.61,379
2026-08-19T20:00:00,KitchenAid stand mixer,448.22,379
2026-08-20T08:00:00,KitchenAid stand mixer,448.6,379
2026-08-20T20:00:00,KitchenAid stand mixer,445.04,379
2026-08-21T08:00:00,KitchenAid stand mixer,443.3,379
2026-08-21T20:00:00,KitchenAid stand mixer,442.71,379
2026-08-22T08:00:00,KitchenAid stand mixer,445.41,379
2026-08-22T20:00:00,KitchenAid stand mixer,448.85,379
2026-08-23T08:00:00,KitchenAid stand mixer,444.87,379
2026-08-23T20:00:00,KitchenAid stand mixer,442.49,379
2026-08-24T08:00:00,KitchenAid stand mixer,444.43,379
2026-08-24T20:00:00,KitchenAid stand mixer,438.45,379
2026-08-25T08:00:00,KitchenAid stand mixer,437.06,379
2026-08-25T20:00:00,KitchenAid stand mixer,436.77,379
2026-08-26T08:00:00,KitchenAid stand mixer,440.54,379
2026-08-26T20:00:00,KitchenAid stand mixer,442.61,379
2026-08-27T08:00:00,KitchenAid stand mixer,362.68,379
2026-08-27T20:00:00,KitchenAid stand mixer,361.93,379
2026-08-28T08:00:00,KitchenAid stand mixer,366.5,379
2026-08-28T20:00:00,KitchenAid stand mixer,365.21,379
2026-08-29T08:00:00,KitchenAid stand mixer,364.3,379
2026-08-29T20:00:00,KitchenAid stand mixer,386.27,379
2026-08-30T08:00:00,KitchenAid stand mixer,401.68,379
2026-08-30T20:00:00,KitchenAid stand mixer,413.07,379
2026-08-31T08:00:00,KitchenAid stand mixer,419.54,379
2026-08-31T20:00:00,KitchenAid stand mixer,426.88,379
2026-09-01T08:00:00,KitchenAid stand mixer,431.41,379
2026-09-01T20:00:00,KitchenAid stand mixer,438.43,379
2026-08-19T08:00:00,Samsung 980 Pro 2TB SSD,180.96,149
2026-08-19T20:00:00,Samsung 980 Pro 2TB SSD,180.89,149
2026-08-20T08:00:00,Samsung 980 Pro 2TB SSD,182.89,149
2026-08-20T20:00:00,Samsung 980 Pro 2TB SSD,181.87,149
2026-08-21T08:00:00,Samsung 980 Pro 2TB SSD,185.03,149
2026-08-21T20:00:00,Samsung 980 Pro 2TB SSD,185.01,149
2026-08-22T08:00:00,Samsung 980 Pro 2TB SSD,186.76,149
2026-08-22T20:00:00,Samsung 980 Pro 2TB SSD,182.89,149
2026-08-23T08:00:00,Samsung 980 Pro 2TB SSD,183.93,149
2026-08-23T20:00:00,Samsung 980 Pro 2TB SSD,178.87,149
2026-08-24T08:00:00,Samsung 980 Pro 2TB SSD,172.76,149
2026-08-24T20:00:00,Samsung 980 Pro 2TB SSD,171.85,149
2026-08-25T08:00:00,Samsung 980 Pro 2TB SSD,169.15,149
2026-08-25T20:00:00,Samsung 980 Pro 2TB SSD,169.64,149
2026-08-26T08:00:00,Samsung 980 Pro 2TB SSD,176.37,149
2026-08-26T20:00:00,Samsung 980 Pro 2TB SSD,173.88,149
2026-08-27T08:00:00,Samsung 980 Pro 2TB SSD,172.01,149
2026-08-27T20:00:00,Samsung 980 Pro 2TB SSD,172.62,149
2026-08-28T08:00:00,Samsung 980 Pro 2TB SSD,140.87,149
2026-08-28T20:00:00,Samsung 980 Pro 2TB SSD,140.25,149
2026-08-29T08:00:00,Samsung 980 Pro 2TB SSD,142.36,149
2026-08-29T20:00:00,Samsung 980 Pro 2TB SSD,143.92,149
2026-08-30T08:00:00,Samsung 980 Pro 2TB SSD,140.82,149
2026-08-30T20:00:00,Samsung 980 Pro 2TB SSD,150.19,149
2026-08-31T08:00:00,Samsung 980 Pro 2TB SSD,157.47,149
2026-08-31T20:00:00,Samsung 980 Pro 2TB SSD,160.48,149
2026-09-01T08:00:00,Samsung 980 Pro 2TB SSD,165.69,149
2026-09-01T20:00:00,Samsung 980 Pro 2TB SSD,167.09,149
2026-08-19T08:00:00,Nespresso Vertuo Next,159.58,129
2026-08-19T20:00:00,Nespresso Vertuo Next,159.85,129
2026-08-20T08:00:00,Nespresso Vertuo Next,158.07,129
2026-08-20T20:00:00,Nespresso Vertuo Next,157.72,129
2026-08-21T08:00:00,Nespresso Vertuo Next,151.72,129
2026-08-21T20:00:00,Nespresso Vertuo Next,148.33,129
2026-08-22T08:00:00,Nespresso Vertuo Next,149.42,129
2026-08-22T20:00:00,Nespresso Vertuo Next,143.03,129
2026-08-23T08:00:00,Nespresso Vertuo Next,145.57,129
2026-08-23T20:00:00,Nespresso Vertuo Next,140.33,129
2026-08-24T08:00:00,Nespresso Vertuo Next,142.6,129
2026-08-24T20:00:00,Nespresso Vertuo Next,140.07,129
2026-08-25T08:00:00,Nespresso Vertuo Next,142.4,129
2026-08-25T20:00:00,Nespresso Vertuo Next,142.8,129
2026-08-26T08:00:00,Nespresso Vertuo Next,138.19,129
2026-08-26T20:00:00,Nespresso Vertuo Next,141.93,129
2026-08-27T08:00:00,Nespresso Vertuo Next,146.26,129
2026-08-27T20:00:00,Nespresso Vertuo Next,146.06,129
2026-08-28T08:00:00,Nespresso Vertuo Next,145.24,129
2026-08-28T20:00:00,Nespresso Vertuo Next,144.76,129
2026-08-29T08:00:00,Nespresso Vertuo Next,141.84,129
2026-08-29T20:00:00,Nespresso Vertuo Next,113.01,129
2026-08-30T08:00:00,Nespresso Vertuo Next,112.86,129
2026-08-30T20:00:00,Nespresso Vertuo Next,110.48,129
2026-08-31T08:00:00,Nespresso Vertuo Next,108.6,129
2026-08-31T20:00:00,Nespresso Vertuo Next,104.77,129
2026-09-01T08:00:00,Nespresso Vertuo Next,121.15,129
2026-09-01T20:00:00,Nespresso Vertuo Next,130.27,129
2026-08-19T08:00:00,Garmin Forerunner 265,451.9,399
2026-08-19T20:00:00,Garmin Forerunner 265,451.94,399
2026-08-20T08:00:00,Garmin Forerunner 265,449.85,399
2026-08-20T20:00:00,Garmin Forerunner 265,448.87,399
2026-08-21T08:00:00,Garmin Forerunner 265,447.19,399
2026-08-21T20:00:00,Garmin Forerunner 265,447.22,399
2026-08-22T08:00:00,Garmin Forerunner 265,446.09,399
2026-08-22T20:00:00,Garmin Forerunner 265,445.19,399
2026-08-23T08:00:00,Garmin Forerunner 265,441.06,399
2026-08-23T20:00:00,Garmin Forerunner 265,438.64,399
2026-08-24T08:00:00,Garmin Forerunner 265,443.6,399
2026-08-24T20:00:00,Garmin Forerunner 265,441.58,399
2026-08-25T08:00:00,Garmin Forerunner 265,438.42,399
2026-08-25T20:00:00,Garmin Forerunner 265,439.43,399
2026-08-26T08:00:00,Garmin Forerunner 265,443.66,399
2026-08-26T20:00:00,Garmin Forerunner 265,439.29,399
2026-08-27T08:00:00,Garmin Forerunner 265,438.67,399
2026-08-27T20:00:00,Garmin Forerunner 265,436.77,399
2026-08-28T08:00:00,Garmin Forerunner 265,431.49,399
2026-08-28T20:00:00,Garmin Forerunner 265,433.69,399
2026-08-29T08:00:00,Garmin Forerunner 265,433.62,399
2026-08-29T20:00:00,Garmin Forerunner 265,385.16,399
2026-08-30T08:00:00,Garmin Forerunner 265,386.52,399
2026-08-30T20:00:00,Garmin Forerunner 265,384.91,399
2026-08-31T08:00:00,Garmin Forerunner 265,384.48,399
2026-08-31T20:00:00,Garmin Forerunner 265,381.15,399
2026-09-01T08:00:00,Garmin Forerunner 265,395.38,399
2026-09-01T20:00:00,Garmin Forerunner 265,411.79,399
